;Tweet;Sentimen;step01;tokens;tokens_perbaikan;Stop_removal;step02;ProcessedText
822;Api asmara yang dahulu pernah membara Semakin hangat bagai ciuman yang pertama Detak jantungku seakan ikut irama Karna terlena oleh pesona alunan covid dangdut~;-1.0;api asmara yang dahulu pernah membara semakin hangat bagai ciuman yang pertama detak jantungku seakan ikut irama karna terlena oleh pesona alunan covid dangdut;['api', 'asmara', 'yang', 'dahulu', 'pernah', 'membara', 'semakin', 'hangat', 'bagai', 'ciuman', 'yang', 'pertama', 'detak', 'jantungku', 'seakan', 'ikut', 'irama', 'karna', 'terlena', 'oleh', 'pesona', 'alunan', 'covid', 'dangdut'];['api', 'asmara', 'yang', 'dahulu', 'pernah', 'membara', 'semakin', 'hangat', 'bagai', 'ciuman', 'yang', 'pertama', 'detak', 'jantungku', 'seakan', 'ikut', 'irama', 'karena', 'terlena', 'oleh', 'pesona', 'alunan', 'covid', 'dangdut'];['api', 'asmara', 'membara', 'hangat', 'ciuman', 'detak', 'jantungku', 'seakan', 'irama', 'terlena', 'pesona', 'alunan', 'covid', 'dangdut'];api asmara membara hangat ciuman detak jantungku seakan irama terlena pesona alunan covid dangdut;api asmara bara hangat cium detak jantung akan irama lena pesona alun covid dangdut
823;Tak hanya sampai disitu saja, bawaslu Kabupaten Magetan juga memberi bantuan sembako dan masker. Kami harapkan apa yang kita berikan bisa bermanfaat dan membantu mengurangi beban masyarakat yang terdampak wabah covid 19, kata Hendrad.;1.0;tak hanya sampai disitu saja bawaslu kabupaten magetan juga memberi bantuan sembako dan masker kami harapkan apa yang kita berikan bisa bermanfaat dan membantu mengurangi beban masyarakat yang terdampak wabah covid number kata hendrad;['tak', 'hanya', 'sampai', 'disitu', 'saja', 'bawaslu', 'kabupaten', 'magetan', 'juga', 'memberi', 'bantuan', 'sembako', 'dan', 'masker', 'kami', 'harapkan', 'apa', 'yang', 'kita', 'berikan', 'bisa', 'bermanfaat', 'dan', 'membantu', 'mengurangi', 'beban', 'masyarakat', 'yang', 'terdampak', 'wabah', 'covid', 'number', 'kata', 'hendrad'];['tak', 'hanya', 'sampai', 'disitu', 'saja', 'bawaslu', 'kabupaten', 'magetan', 'juga', 'memberi', 'bantuan', 'sembako', 'dan', 'masker', 'kami', 'harapkan', 'apa', 'yang', 'kita', 'berikan', 'bisa', 'bermanfaat', 'dan', 'membantu', 'mengurangi', 'beban', 'masyarakat', 'yang', 'terdampak', 'wabah', 'covid', 'number', 'kata', 'hendrad'];['disitu', 'bawaslu', 'kabupaten', 'magetan', 'bantuan', 'sembako', 'masker', 'harapkan', 'bermanfaat', 'membantu', 'mengurangi', 'beban', 'masyarakat', 'terdampak', 'wabah', 'covid', 'number', 'hendrad'];disitu bawaslu kabupaten magetan bantuan sembako masker harapkan bermanfaat membantu mengurangi beban masyarakat terdampak wabah covid number hendrad;situ bawaslu kabupaten magetan bantu sembako masker harap manfaat bantu kurang beban masyarakat dampak wabah covid number hendrad
824;Puasa time PKP ni sendu sangat ke sebab tak boleh nak buka kt luar, tak dapat pergi bazar, tak dapat terawih dekat masjid ? Duduk je lah diam2 kat rumah, kang terkena covid-19 lagi sendu hidup kau tahu tak !! Mengada !!;-1.0;puasa time allcaps pkp allcaps ni sendu sangat ke sebab tak boleh nak buka kt luar tak dapat pergi bazar tak dapat terawih dekat masjid duduk je lah diam2 kat rumah kang terkena covid number lagi sendu hidup kau tahu tak repeated mengada repeated;['puasa', 'time', 'allcaps', 'pkp', 'allcaps', 'ni', 'sendu', 'sangat', 'ke', 'sebab', 'tak', 'boleh', 'nak', 'buka', 'kt', 'luar', 'tak', 'dapat', 'pergi', 'bazar', 'tak', 'dapat', 'terawih', 'dekat', 'masjid', 'duduk', 'je', 'lah', 'diam2', 'kat', 'rumah', 'kang', 'terkena', 'covid', 'number', 'lagi', 'sendu', 'hidup', 'kau', 'tahu', 'tak', 'repeated', 'mengada', 'repeated'];['puasa', 'time', 'allcaps', 'pkp', 'allcaps', 'ini', 'sendu', 'sangat', 'ke', 'sebab', 'tak', 'boleh', 'nak', 'buka', 'kt', 'luar', 'tak', 'dapat', 'pergi', 'bazar', 'tak', 'dapat', 'terawih', 'dekat', 'masjid', 'duduk', 'je', 'lah', 'diam2', 'kat', 'rumah', 'kang', 'terkena', 'covid', 'number', 'lagi', 'sendu', 'hidup', 'kau', 'tahu', 'tak', 'repeated', 'mengada', 'repeated'];['puasa', 'time', 'allcaps', 'pkp', 'allcaps', 'sendu', 'nak', 'buka', 'kt', 'pergi', 'bazar', 'terawih', 'masjid', 'duduk', 'je', 'diam2', 'kat', 'rumah', 'kang', 'terkena', 'covid', 'number', 'sendu', 'hidup', 'kau', 'repeated', 'mengada', 'repeated'];puasa time allcaps pkp allcaps sendu nak buka kt pergi bazar terawih masjid duduk je diam2 kat rumah kang terkena covid number sendu hidup kau repeated mengada repeated;puasa time allcaps pkp allcaps sendu nak buka kt pergi bazar terawih masjid duduk je diam2 kat rumah kang kena covid number sendu hidup kau repeated ada repeated
825;Antisipasi Penyebaran Covid-19, Ini Arahan Gubernur Jatim ;1.0;antisipasi penyebaran covid number ini arahan gubernur jatim;['antisipasi', 'penyebaran', 'covid', 'number', 'ini', 'arahan', 'gubernur', 'jatim'];['antisipasi', 'penyebaran', 'covid', 'number', 'ini', 'arahan', 'gubernur', 'jatim'];['antisipasi', 'penyebaran', 'covid', 'number', 'arahan', 'gubernur', 'jatim'];antisipasi penyebaran covid number arahan gubernur jatim;antisipasi sebar covid number arah gubernur jatim
826;RM0 Talian sokongan emosi dan psikososial COVID-19 beroperasi setiap hari 8 pagi - 5 petang. Hubungi 011-63996482, 011-63994236 atau 03-29359935;1.0;rm0 talian sokongan emosi dan psikososial allcaps covid allcaps number beroperasi setiap hari number pagi number petang hubungi number number number number atau number number;['rm0', 'talian', 'sokongan', 'emosi', 'dan', 'psikososial', 'allcaps', 'covid', 'allcaps', 'number', 'beroperasi', 'setiap', 'hari', 'number', 'pagi', 'number', 'petang', 'hubungi', 'number', 'number', 'number', 'number', 'atau', 'number', 'number'];['rm0', 'talian', 'sokongan', 'emosi', 'dan', 'psikososial', 'allcaps', 'covid', 'allcaps', 'number', 'beroperasi', 'setiap', 'hari', 'number', 'pagi', 'number', 'petang', 'hubungi', 'number', 'number', 'number', 'number', 'atau', 'number', 'number'];['rm0', 'talian', 'sokongan', 'emosi', 'psikososial', 'allcaps', 'covid', 'allcaps', 'number', 'beroperasi', 'number', 'pagi', 'number', 'petang', 'hubungi', 'number', 'number', 'number', 'number', 'number', 'number'];rm0 talian sokongan emosi psikososial allcaps covid allcaps number beroperasi number pagi number petang hubungi number number number number number number;rm0 tali sokong emosi psikososial allcaps covid allcaps number operasi number pagi number petang hubung number number number number number number
827;Tgk betapa mudahnya droplet Covid-19 untuk merebak dalam kawasan tertutup. Peraturan mudah musim Covid-19 . 1kalau sakit, batuk jangan mengada2 nak keluar tempat org ramai. 2Elakkan dari menyentuh muka semasa berada di luar 3. Pakai mask semasa diluar dan cuci tangan;1.0;tgk betapa mudahnya droplet covid number untuk merebak dalam kawasan tertutup peraturan mudah musim covid number 1 kalau sakit batuk jangan mengada2 nak keluar tempat org ramai 2 elakkan dari menyentuh muka semasa berada di luar number pakai mask semasa diluar dan cuci tangan;['tgk', 'betapa', 'mudahnya', 'droplet', 'covid', 'number', 'untuk', 'merebak', 'dalam', 'kawasan', 'tertutup', 'peraturan', 'mudah', 'musim', 'covid', 'number', '1', 'kalau', 'sakit', 'batuk', 'jangan', 'mengada2', 'nak', 'keluar', 'tempat', 'org', 'ramai', '2', 'elakkan', 'dari', 'menyentuh', 'muka', 'semasa', 'berada', 'di', 'luar', 'number', 'pakai', 'mask', 'semasa', 'diluar', 'dan', 'cuci', 'tangan'];['tgk', 'betapa', 'mudahnya', 'droplet', 'covid', 'number', 'untuk', 'merebak', 'dalam', 'kawasan', 'tertutup', 'peraturan', 'mudah', 'musim', 'covid', 'number', '1', 'kalau', 'sakit', 'batuk', 'jangan', 'mengada2', 'nak', 'keluar', 'tempat', 'orang', 'ramai', '2', 'elakkan', 'dari', 'menyentuh', 'muka', 'semasa', 'berada', 'di', 'luar', 'number', 'pakai', 'mask', 'semasa', 'diluar', 'dan', 'cuci', 'tangan'];['tgk', 'betapa', 'mudahnya', 'droplet', 'covid', 'number', 'merebak', 'kawasan', 'tertutup', 'peraturan', 'mudah', 'musim', 'covid', 'number', '1', 'sakit', 'batuk', 'mengada2', 'nak', 'orang', 'ramai', '2', 'elakkan', 'menyentuh', 'muka', 'number', 'pakai', 'mask', 'diluar', 'cuci', 'tangan'];tgk betapa mudahnya droplet covid number merebak kawasan tertutup peraturan mudah musim covid number 1 sakit batuk mengada2 nak orang ramai 2 elakkan menyentuh muka number pakai mask diluar cuci tangan;tgk betapa mudah droplet covid number rebak kawasan tutup atur mudah musim covid number 1 sakit batuk mengada2 nak orang ramai 2 elak sentuh muka number pakai mask luar cuci tangan
828;"Achmad Yurianto: ""Tetap menjaga jarak pada saat kontak sosial, hindari kerumunan, hindari pertemuan-pertemuan yang menghadirkan banyak orang, ini penting untuk mencegah penularan Covid-19"" ";1.0;achmad yurianto tetap menjaga jarak pada saat kontak sosial hindari kerumunan hindari pertemuan pertemuan yang menghadirkan banyak orang ini penting untuk mencegah penularan covid number;['achmad', 'yurianto', 'tetap', 'menjaga', 'jarak', 'pada', 'saat', 'kontak', 'sosial', 'hindari', 'kerumunan', 'hindari', 'pertemuan', 'pertemuan', 'yang', 'menghadirkan', 'banyak', 'orang', 'ini', 'penting', 'untuk', 'mencegah', 'penularan', 'covid', 'number'];['achmad', 'yurianto', 'tetap', 'menjaga', 'jarak', 'pada', 'saat', 'kontak', 'sosial', 'hindari', 'kerumunan', 'hindari', 'pertemuan', 'pertemuan', 'yang', 'menghadirkan', 'banyak', 'orang', 'ini', 'penting', 'untuk', 'mencegah', 'penularan', 'covid', 'number'];['achmad', 'yurianto', 'menjaga', 'jarak', 'kontak', 'sosial', 'hindari', 'kerumunan', 'hindari', 'pertemuan', 'pertemuan', 'menghadirkan', 'orang', 'mencegah', 'penularan', 'covid', 'number'];achmad yurianto menjaga jarak kontak sosial hindari kerumunan hindari pertemuan pertemuan menghadirkan orang mencegah penularan covid number;achmad yurianto jaga jarak kontak sosial hindar kerumun hindar temu temu hadir orang cegah tular covid number
829;Sepertinya Anak Krakatau mengalami gejala covid-19;-1.0;sepertinya anak krakatau mengalami gejala covid number;['sepertinya', 'anak', 'krakatau', 'mengalami', 'gejala', 'covid', 'number'];['sepertinya', 'anak', 'krakatau', 'mengalami', 'gejala', 'covid', 'number'];['anak', 'krakatau', 'mengalami', 'gejala', 'covid', 'number'];anak krakatau mengalami gejala covid number;anak krakatau alami gejala covid number
830;Kaya covid-19 aja yg lagi terkenal;-1.0;kaya covid number aja yg lagi terkenal;['kaya', 'covid', 'number', 'aja', 'yg', 'lagi', 'terkenal'];['kaya', 'covid', 'number', 'saja', 'yang', 'lagi', 'terkenal'];['kaya', 'covid', 'number', 'terkenal'];kaya covid number terkenal;kaya covid number kenal
831;Cegah Covid-19 dengan tetap Di Rumah Ajah;1.0;cegah covid number dengan tetap di rumah ajah;['cegah', 'covid', 'number', 'dengan', 'tetap', 'di', 'rumah', 'ajah'];['cegah', 'covid', 'number', 'dengan', 'tetap', 'di', 'rumah', 'ajah'];['cegah', 'covid', 'number', 'rumah', 'ajah'];cegah covid number rumah ajah;cegah covid number rumah ajah
832;Mantaaap Polda Jateng proses tiga pelaku penolak pemakaman jenazah COVID-19 Sudah kami amankan tiga orang yang diduga memprovokasi warga untuk menolak pemakaman jenazah tersebut,;1.0;mantap elongated polda jateng proses tiga pelaku penolak pemakaman jenazah allcaps covid allcaps number sudah kami amankan tiga orang yang diduga memprovokasi warga untuk menolak pemakaman jenazah tersebut;['mantap', 'elongated', 'polda', 'jateng', 'proses', 'tiga', 'pelaku', 'penolak', 'pemakaman', 'jenazah', 'allcaps', 'covid', 'allcaps', 'number', 'sudah', 'kami', 'amankan', 'tiga', 'orang', 'yang', 'diduga', 'memprovokasi', 'warga', 'untuk', 'menolak', 'pemakaman', 'jenazah', 'tersebut'];['mantap', 'elongated', 'polda', 'jateng', 'proses', 'tiga', 'pelaku', 'penolak', 'pemakaman', 'jenazah', 'allcaps', 'covid', 'allcaps', 'number', 'sudah', 'kami', 'amankan', 'tiga', 'orang', 'yang', 'diduga', 'memprovokasi', 'warga', 'untuk', 'menolak', 'pemakaman', 'jenazah', 'tersebut'];['mantap', 'elongated', 'polda', 'jateng', 'proses', 'pelaku', 'penolak', 'pemakaman', 'jenazah', 'allcaps', 'covid', 'allcaps', 'number', 'amankan', 'orang', 'diduga', 'memprovokasi', 'warga', 'menolak', 'pemakaman', 'jenazah'];mantap elongated polda jateng proses pelaku penolak pemakaman jenazah allcaps covid allcaps number amankan orang diduga memprovokasi warga menolak pemakaman jenazah;mantap elongated polda jateng proses laku tolak makam jenazah allcaps covid allcaps number aman orang duga provokasi warga tolak makam jenazah
833;Apa hubungan covid 19 dgn pandemi2 lainnya? Apa yang dapat disimpulkan dari peristiwa pandemi yg pernah terjadi di dunia termasuk covid 19? Apa hikmah covid 19 yg bisa diambil utk masa mendatang?;0.0;apa hubungan covid number dgn pandemi2 lainnya apa yang dapat disimpulkan dari peristiwa pandemi yg pernah terjadi di dunia termasuk covid number apa hikmah covid number yg bisa diambil utk masa mendatang;['apa', 'hubungan', 'covid', 'number', 'dgn', 'pandemi2', 'lainnya', 'apa', 'yang', 'dapat', 'disimpulkan', 'dari', 'peristiwa', 'pandemi', 'yg', 'pernah', 'terjadi', 'di', 'dunia', 'termasuk', 'covid', 'number', 'apa', 'hikmah', 'covid', 'number', 'yg', 'bisa', 'diambil', 'utk', 'masa', 'mendatang'];['apa', 'hubungan', 'covid', 'number', 'dengan', 'pandemi2', 'lainnya', 'apa', 'yang', 'dapat', 'disimpulkan', 'dari', 'peristiwa', 'pandemi', 'yang', 'pernah', 'terjadi', 'di', 'dunia', 'termasuk', 'covid', 'number', 'apa', 'hikmah', 'covid', 'number', 'yang', 'bisa', 'diambil', 'untuk', 'masa', 'mendatang'];['hubungan', 'covid', 'number', 'pandemi2', 'disimpulkan', 'peristiwa', 'pandemi', 'dunia', 'covid', 'number', 'hikmah', 'covid', 'number', 'diambil'];hubungan covid number pandemi2 disimpulkan peristiwa pandemi dunia covid number hikmah covid number diambil;hubung covid number pandemi2 simpul peristiwa pandemi dunia covid number hikmah covid number ambil
834;Sumbang barangan keperluan serta risalah COVID-19;1.0;sumbang barangan keperluan serta risalah allcaps covid allcaps number;['sumbang', 'barangan', 'keperluan', 'serta', 'risalah', 'allcaps', 'covid', 'allcaps', 'number'];['sumbang', 'barangan', 'keperluan', 'serta', 'risalah', 'allcaps', 'covid', 'allcaps', 'number'];['sumbang', 'barangan', 'keperluan', 'risalah', 'allcaps', 'covid', 'allcaps', 'number'];sumbang barangan keperluan risalah allcaps covid allcaps number;sumbang barangan perlu risalah allcaps covid allcaps number
835;Sehat-sehat mas. Semoga covid ini lekas usai agar ekonomi pulih kembali;1.0;sehat sehat mas semoga covid ini lekas usai agar ekonomi pulih kembali;['sehat', 'sehat', 'mas', 'semoga', 'covid', 'ini', 'lekas', 'usai', 'agar', 'ekonomi', 'pulih', 'kembali'];['sehat', 'sehat', 'mas', 'semoga', 'covid', 'ini', 'lekas', 'usai', 'agar', 'ekonomi', 'pulih', 'kembali'];['sehat', 'sehat', 'mas', 'semoga', 'covid', 'lekas', 'ekonomi', 'pulih'];sehat sehat mas semoga covid lekas ekonomi pulih;sehat sehat mas moga covid lekas ekonomi pulih
836;w tu kadang suka ketawa ngeliat org Indo yg ngetwit dgn nada2 seolah SG salah/kelabakan menangani covid, smntr dianya gatau keseharian di SG, stay jg di Indo, yg juga nggak lebih baik dlm penanganan covid.tp yaudahlah ya, biarin aja kalo bs bikin dia feel better, kasian;0.0;tu kadang suka ketawa ngeliat org indo yg ngetwit dgn nada2 seolah sg salah kelabakan menangani covid smntr dianya gatau keseharian di sg stay jg di indo yg juga nggak lebih baik dlm penanganan covid tp yaudahlah ya biarin aja kalo bs bikin dia feel better kasian;['tu', 'kadang', 'suka', 'ketawa', 'ngeliat', 'org', 'indo', 'yg', 'ngetwit', 'dgn', 'nada2', 'seolah', 'sg', 'salah', 'kelabakan', 'menangani', 'covid', 'smntr', 'dianya', 'gatau', 'keseharian', 'di', 'sg', 'stay', 'jg', 'di', 'indo', 'yg', 'juga', 'nggak', 'lebih', 'baik', 'dlm', 'penanganan', 'covid', 'tp', 'yaudahlah', 'ya', 'biarin', 'aja', 'kalo', 'bs', 'bikin', 'dia', 'feel', 'better', 'kasian'];['itu', 'kadang', 'suka', 'ketawa', 'ngeliat', 'orang', 'indo', 'yang', 'ngetwit', 'dengan', 'nada2', 'seolah', 'sg', 'salah', 'kelabakan', 'menangani', 'covid', 'smntr', 'dianya', 'gatau', 'keseharian', 'di', 'sg', 'stay', 'jg', 'di', 'indo', 'yang', 'juga', 'nggak', 'lebih', 'baik', 'dalam', 'penanganan', 'covid', 'tapi', 'yaudahlah', 'iya', 'biarin', 'saja', 'kalau', 'bisa', 'membuat', 'dia', 'feel', 'better', 'kasihan'];['kadang', 'suka', 'ketawa', 'ngeliat', 'orang', 'indo', 'ngetwit', 'nada2', 'sg', 'salah', 'kelabakan', 'menangani', 'covid', 'smntr', 'dianya', 'gatau', 'keseharian', 'sg', 'stay', 'jg', 'indo', 'nggak', 'penanganan', 'covid', 'yaudahlah', 'iya', 'biarin', 'feel', 'better', 'kasihan'];kadang suka ketawa ngeliat orang indo ngetwit nada2 sg salah kelabakan menangani covid smntr dianya gatau keseharian sg stay jg indo nggak penanganan covid yaudahlah iya biarin feel better kasihan;kadang suka ketawa ngeliat orang indo ngetwit nada2 sg salah laba tangan covid smntr dia gatau hari sg stay jg indo nggak tangan covid yaudahlah iya biarin feel better kasihan
837;Di tengah masa darurat COVID-19, KUA Tamalate, Makassar tetap memberikan layanan menikahkan pasangan suami-istri di kantornya.;1.0;di tengah masa darurat allcaps covid allcaps number allcaps kua allcaps tamalate makassar tetap memberikan layanan menikahkan pasangan suami istri di kantornya;['di', 'tengah', 'masa', 'darurat', 'allcaps', 'covid', 'allcaps', 'number', 'allcaps', 'kua', 'allcaps', 'tamalate', 'makassar', 'tetap', 'memberikan', 'layanan', 'menikahkan', 'pasangan', 'suami', 'istri', 'di', 'kantornya'];['di', 'tengah', 'masa', 'darurat', 'allcaps', 'covid', 'allcaps', 'number', 'allcaps', 'kua', 'allcaps', 'tamalate', 'makassar', 'tetap', 'memberikan', 'layanan', 'menikahkan', 'pasangan', 'suami', 'istri', 'di', 'kantornya'];['darurat', 'allcaps', 'covid', 'allcaps', 'number', 'allcaps', 'kua', 'allcaps', 'tamalate', 'makassar', 'layanan', 'menikahkan', 'pasangan', 'suami', 'istri', 'kantornya'];darurat allcaps covid allcaps number allcaps kua allcaps tamalate makassar layanan menikahkan pasangan suami istri kantornya;darurat allcaps covid allcaps number allcaps kua allcaps tamalate makassar layan nikah pasang suami istri kantor
838;Kerjasama Pengadaan Obat COVID-19 Indonesia dengan Jepang dan India - Pusat Siaran Pers Indonesia -;1.0;kerjasama pengadaan obat allcaps covid allcaps number indonesia dengan jepang dan india pusat siaran pers indonesia;['kerjasama', 'pengadaan', 'obat', 'allcaps', 'covid', 'allcaps', 'number', 'indonesia', 'dengan', 'jepang', 'dan', 'india', 'pusat', 'siaran', 'pers', 'indonesia'];['kerjasama', 'pengadaan', 'obat', 'allcaps', 'covid', 'allcaps', 'number', 'indonesia', 'dengan', 'jepang', 'dan', 'india', 'pusat', 'siaran', 'pers', 'indonesia'];['kerjasama', 'pengadaan', 'obat', 'allcaps', 'covid', 'allcaps', 'number', 'indonesia', 'jepang', 'india', 'pusat', 'siaran', 'pers', 'indonesia'];kerjasama pengadaan obat allcaps covid allcaps number indonesia jepang india pusat siaran pers indonesia;kerjasama ada obat allcaps covid allcaps number indonesia jepang india pusat siar pers indonesia
839;Covid-19: 224 anggota KKM positif setakat 10 April 2020;0.0;covid number number anggota allcaps kkm allcaps positif setakat date;['covid', 'number', 'number', 'anggota', 'allcaps', 'kkm', 'allcaps', 'positif', 'setakat', 'date'];['covid', 'number', 'number', 'anggota', 'allcaps', 'kkm', 'allcaps', 'positif', 'setakat', 'date'];['covid', 'number', 'number', 'anggota', 'allcaps', 'kkm', 'allcaps', 'positif', 'setakat', 'date'];covid number number anggota allcaps kkm allcaps positif setakat date;covid number number anggota allcaps kkm allcaps positif takat date
